InvoiceID,InvDate,ClientID
369,11/18/2011,141
370,11/18/2011,196
371,11/17/2011,114
372,11/18/2011,197
373,11/18/2011,198
374,11/18/2011,115
375,11/18/2011,166
376,11/18/2011,199
377,11/18/2011,200
378,11/18/2011,134
379,11/18/2011,201
380,11/18/2011,147
381,11/17/2011,55
382,11/18/2011,202
383,11/18/2011,203
384,11/18/2011,53
385,11/18/2011,204
386,11/18/2011,205
387,11/18/2011,49
388,11/17/2011,108
389,11/18/2011,206
390,11/18/2011,133
391,11/17/2011,108
392,11/17/2011,207
393,11/17/2011,89
394,11/17/2011,149
395,11/18/2011,208
396,11/18/2011,122
397,11/18/2011,125
398,11/18/2011,121
399,11/18/2011,152
400,11/18/2011,209
401,11/18/2011,210
402,11/18/2011,211
403,11/18/2011,212
404,11/18/2011,213
405,11/18/2011,214
406,11/18/2011,215
407,11/18/2011,187
408,11/18/2011,146
409,11/18/2011,216
410,11/18/2011,61
411,11/18/2011,61
412,11/18/2011,132
413,11/18/2011,72
414,12/14/2011,170
415,11/18/2011,172
416,11/18/2011,145
417,11/18/2011,136
418,11/18/2011,140
419,11/18/2011,137
420,11/25/2011,58
421,11/18/2011,142
422,11/18/2011,144
423,11/18/2011,157
424,12/14/2011,218
425,11/19/2011,190
426,11/19/2011,125
427,11/19/2011,121
428,11/19/2011,215
429,11/19/2011,218
430,11/19/2011,209
431,11/19/2011,158
432,11/19/2011,154
433,11/19/2011,180
434,11/19/2011,180
435,11/19/2011,219
436,11/19/2011,166
437,11/19/2011,216
438,11/19/2011,85
439,11/19/2011,69
440,11/19/2011,220
441,11/19/2011,221
442,11/19/2011,102
443,11/19/2011,222
444,11/20/2011,81
445,11/20/2011,77
446,11/20/2011,79
447,11/20/2011,73
448,11/20/2011,112
449,11/20/2011,83
450,11/20/2011,83
451,11/20/2011,156
452,11/20/2011,223
453,11/20/2011,224
454,11/20/2011,221
455,11/20/2011,225
456,11/20/2011,226
457,11/20/2011,218
458,11/20/2011,218
459,11/20/2011,227
460,11/23/2011,227
461,11/20/2011,63
462,11/20/2011,141
463,11/21/2011,77
464,11/21/2011,108
465,11/21/2011,228
466,11/21/2011,86
467,11/21/2011,229
468,11/21/2011,150
469,11/21/2011,230
470,11/21/2011,225
471,11/21/2011,107
472,11/22/2011,40
473,12/14/2011,64
474,12/7/2011,164
475,12/14/2011,179
476,11/22/2011,171
477,11/22/2011,64
478,11/22/2011,84
479,11/22/2011,63
480,11/22/2011,63
481,11/22/2011,63
482,11/22/2011,82
483,11/22/2011,201
484,11/22/2011,134
485,11/22/2011,133
486,11/22/2011,214
487,11/22/2011,242
488,11/22/2011,241
489,11/22/2011,128
490,11/22/2011,166
491,11/22/2011,243
492,11/22/2011,118
493,11/22/2011,90
494,11/22/2011,169
495,11/22/2011,221
496,11/22/2011,244
497,11/22/2011,245
498,11/22/2011,48
499,11/22/2011,38
500,11/22/2011,246
501,11/22/2011,151
502,11/22/2011,247
503,11/22/2011,179
504,11/22/2011,41
505,11/22/2011,42
506,11/22/2011,205
507,11/22/2011,36
508,11/22/2011,161
509,11/22/2011,155
510,11/22/2011,57
511,11/22/2011,238
512,11/22/2011,248
513,11/22/2011,214
514,11/23/2011,259
515,11/23/2011,133
516,11/23/2011,47
517,11/23/2011,247
518,11/23/2011,264
519,11/23/2011,239
520,11/23/2011,80
521,11/23/2011,79
522,11/23/2011,224
523,11/23/2011,74
524,11/23/2011,225
525,11/23/2011,109
526,11/23/2011,89
527,11/23/2011,89
528,11/24/2011,208
529,11/24/2011,212
530,11/24/2011,250
531,11/24/2011,126
532,11/24/2011,120
533,11/24/2011,303
534,11/24/2011,123
535,11/24/2011,125
536,11/24/2011,121
537,11/24/2011,86
538,11/24/2011,122
539,11/24/2011,59
540,11/24/2011,305
541,12/14/2011,307
542,11/25/2011,86
543,11/26/2011,115
544,11/26/2011,116
545,11/26/2011,111
546,11/26/2011,191
547,11/26/2011,83
548,11/26/2011,265
549,11/26/2011,113
550,11/26/2011,229
551,11/26/2011,113
552,11/26/2011,70
553,11/26/2011,67
554,11/26/2011,297
555,11/26/2011,89
556,11/26/2011,84
557,11/26/2011,308
558,11/26/2011,135
559,11/26/2011,299
560,11/26/2011,198
561,11/26/2011,297
562,11/26/2011,147
563,11/26/2011,142
564,11/26/2011,138
565,11/26/2011,199
566,11/26/2011,136
567,11/26/2011,170
568,11/26/2011,140
569,11/26/2011,144
570,11/26/2011,311
571,11/26/2011,58
572,11/26/2011,197
573,11/26/2011,143
574,11/26/2011,312
575,12/14/2011,313
576,11/26/2011,139
577,11/26/2011,180
578,11/26/2011,314
579,11/27/2011,247
580,11/27/2011,184
581,11/27/2011,108
582,11/27/2011,185
583,11/27/2011,173
584,11/27/2011,174
585,11/27/2011,105
586,11/27/2011,217
587,11/27/2011,176
588,11/27/2011,175
589,11/27/2011,63
590,11/27/2011,89
591,11/27/2011,67
592,11/27/2011,315
593,11/28/2011,79
594,11/28/2011,179
595,11/29/2011,204
596,11/28/2011,136
597,11/29/2011,39
598,11/29/2011,36
599,11/29/2011,151
600,11/29/2011,38
601,11/28/2011,40
602,11/29/2011,41
603,11/28/2011,42
604,11/28/2011,144
605,11/29/2011,153
606,11/29/2011,316
607,11/29/2011,320
608,11/29/2011,317
609,11/29/2011,318
610,11/29/2011,319
611,11/29/2011,321
612,11/28/2011,47
613,11/28/2011,150
614,11/28/2011,324
615,11/28/2011,76
616,11/28/2011,67
617,11/29/2011,248
618,11/29/2011,84
619,11/29/2011,162
620,11/29/2011,164
621,11/29/2011,161
622,11/28/2011,61
623,11/29/2011,168
624,11/29/2011,163
625,11/29/2011,48
626,11/29/2011,117
627,11/29/2011,196
628,11/29/2011,118
629,11/29/2011,166
630,11/29/2011,155
631,11/29/2011,72
632,11/29/2011,134
633,11/29/2011,57
634,11/29/2011,90
635,11/30/2011,361
636,11/29/2011,362
637,11/29/2011,363
638,11/29/2011,364
639,11/29/2011,365
640,11/29/2011,366
641,11/29/2011,132
642,11/29/2011,131
643,11/29/2011,42
644,11/30/2011,248
645,12/1/2011,108
646,12/1/2011,385
647,12/1/2011,386
648,11/30/2011,387
649,11/30/2011,388
650,11/30/2011,389
651,11/30/2011,390
652,11/30/2011,391
653,11/30/2011,392
654,11/30/2011,393
655,11/30/2011,394
656,11/30/2011,395
657,11/30/2011,396
658,11/30/2011,397
659,11/30/2011,104
660,11/30/2011,383
661,11/30/2011,158
662,11/30/2011,192
663,11/30/2011,154
664,11/30/2011,193
665,11/30/2011,63
666,11/30/2011,228
667,11/30/2011,184
668,11/30/2011,108
669,11/30/2011,135
670,12/1/2011,156
671,12/15/2011,400
672,12/1/2011,157
673,12/1/2011,293
674,12/1/2011,154
675,12/1/2011,401
676,12/1/2011,407
677,12/1/2011,402
678,12/1/2011,403
679,12/1/2011,404
680,12/1/2011,405
681,12/1/2011,406
682,12/1/2011,177
683,12/1/2011,408
684,12/2/2011,292
685,12/2/2011,217
686,12/15/2011,191
687,12/2/2011,105
688,12/2/2011,73
689,12/2/2011,144
690,12/2/2011,62
691,12/2/2011,189
692,12/2/2011,83
693,12/2/2011,418
694,12/2/2011,304
695,12/2/2011,66
696,12/2/2011,175
697,12/20/2011,419
698,12/20/2011,42
699,12/2/2011,420
700,12/2/2011,178
701,12/2/2011,246
702,12/2/2011,137
703,12/2/2011,79
704,12/2/2011,320
705,12/2/2011,166
706,12/2/2011,95
707,12/2/2011,402
708,12/2/2011,422
709,12/2/2011,423
710,12/2/2011,144
711,12/2/2011,424
712,12/2/2011,425
713,12/2/2011,223
714,12/2/2011,62
715,12/2/2011,66
716,12/2/2011,333
717,12/2/2011,426
718,12/2/2011,427
719,12/2/2011,427
720,12/2/2011,108
722,12/3/2011,89
723,12/3/2011,77
724,12/3/2011,209
725,12/3/2011,152
726,12/3/2011,59
727,12/3/2011,128
728,12/3/2011,149
729,12/3/2011,185
730,12/3/2011,115
731,12/3/2011,426
732,12/3/2011,182
733,12/3/2011,157
734,12/3/2011,428
735,12/3/2011,429
736,12/3/2011,402
737,12/3/2011,362
738,12/3/2011,67
739,12/3/2011,268
740,12/3/2011,53
741,12/3/2011,418
742,12/3/2011,78
743,12/3/2011,224
744,12/3/2011,304
745,12/3/2011,189
746,12/3/2011,112
747,12/3/2011,137
748,12/3/2011,159
749,12/3/2011,200
750,12/3/2011,199
751,12/3/2011,297
752,12/3/2011,142
753,12/3/2011,157
754,12/3/2011,58
755,12/3/2011,143
756,12/3/2011,136
757,12/3/2011,138
758,12/3/2011,139
759,12/3/2011,182
760,12/3/2011,219
761,12/3/2011,195
762,12/3/2011,134
763,12/3/2011,133
764,12/3/2011,196
765,12/3/2011,194
766,12/3/2011,141
767,12/3/2011,148
768,12/3/2011,129
769,12/3/2011,242
770,12/3/2011,279
771,12/3/2011,430
772,12/3/2011,215
773,12/3/2011,214
774,12/3/2011,75
775,12/3/2011,76
776,12/3/2011,246
777,12/3/2011,179
778,12/3/2011,49
779,12/3/2011,42
780,12/3/2011,38
781,12/3/2011,39
782,12/3/2011,67
783,12/3/2011,153
784,12/3/2011,151
785,12/3/2011,268
786,12/3/2011,268
787,12/3/2011,111
788,12/4/2011,55
789,12/4/2011,96
790,12/4/2011,137
791,12/4/2011,432
792,12/4/2011,433
793,12/4/2011,116
794,12/4/2011,116
795,12/5/2011,114
796,12/5/2011,435
797,12/5/2011,77
798,12/5/2011,163
799,12/5/2011,187
800,12/5/2011,164
801,12/5/2011,79
802,12/5/2011,106
803,12/5/2011,116
804,12/5/2011,89
805,12/5/2011,137
806,12/5/2011,72
807,12/5/2011,153
808,12/5/2011,95
809,12/5/2011,76
810,12/5/2011,128
811,12/5/2011,134
812,12/5/2011,204
813,12/5/2011,293
814,12/5/2011,89
815,12/5/2011,59
816,12/5/2011,61
817,12/5/2011,89
818,12/5/2011,77
819,12/5/2011,229
820,12/5/2011,135
821,12/5/2011,435
822,12/5/2011,198
823,12/5/2011,261
824,12/5/2011,67
825,12/5/2011,108
826,12/20/2011,257
827,12/7/2011,193
828,12/7/2011,164
829,12/7/2011,192
830,12/7/2011,158
831,12/7/2011,383
832,12/7/2011,154
833,12/7/2011,187
834,12/7/2011,366
835,12/7/2011,439
836,12/7/2011,440
837,12/7/2011,441
838,12/20/2011,127
839,12/7/2011,128
840,12/7/2011,140
841,12/7/2011,405
842,12/7/2011,157
843,12/7/2011,114
844,12/7/2011,442
845,12/7/2011,375
846,12/7/2011,444
847,12/7/2011,443
848,12/7/2011,143
849,12/7/2011,447
850,12/7/2011,427
851,12/7/2011,80
852,12/7/2011,79
853,12/7/2011,446
854,12/7/2011,444
855,12/8/2011,118
856,12/8/2011,140
857,12/8/2011,155
858,12/8/2011,171
859,12/8/2011,166
860,12/9/2011,72
861,12/9/2011,305
862,12/9/2011,226
863,12/9/2011,125
864,12/9/2011,169
865,12/9/2011,120
866,12/9/2011,121
867,12/9/2011,86
868,12/9/2011,250
869,12/9/2011,198
870,12/9/2011,121
871,12/9/2011,166
872,12/9/2011,169
873,12/9/2011,169
874,12/9/2011,120
875,12/9/2011,125
876,12/9/2011,305
877,12/9/2011,69
878,12/9/2011,189
879,12/9/2011,73
880,12/9/2011,190
881,12/9/2011,191
882,12/9/2011,86
883,12/9/2011,84
884,12/9/2011,449
885,12/9/2011,448
886,12/9/2011,134
887,12/20/2011,230
888,12/9/2011,122
889,12/9/2011,108
890,12/23/2011,64
891,12/23/2011,114
892,12/9/2011,63
893,12/14/2011,426
894,12/16/2011,450
895,12/23/2011,452
896,12/23/2011,451
897,12/22/2011,454
898,12/19/2011,314
899,12/10/2011,108
900,12/10/2011,229
901,12/10/2011,184
902,12/10/2011,95
903,12/10/2011,228
904,12/10/2011,144
905,12/10/2011,455
906,12/10/2011,177
907,12/10/2011,322
908,12/10/2011,84
909,12/10/2011,456
910,12/10/2011,457
911,12/10/2011,440
912,12/10/2011,128
913,12/10/2011,90
914,12/11/2011,172
915,12/11/2011,142
916,12/11/2011,147
917,12/11/2011,137
918,12/11/2011,223
919,12/11/2011,105
920,12/11/2011,135
921,12/11/2011,313
922,12/11/2011,140
923,12/11/2011,136
924,12/11/2011,145
925,12/11/2011,384
926,12/11/2011,297
927,12/11/2011,183
928,12/11/2011,458
929,12/11/2011,58
930,12/11/2011,182
931,12/11/2011,449
932,12/11/2011,67
933,12/11/2011,68
934,12/11/2011,69
935,12/11/2011,205
936,12/11/2011,36
937,12/11/2011,42
938,12/11/2011,41
939,12/11/2011,38
940,12/11/2011,179
941,12/11/2011,320
942,12/11/2011,320
943,12/11/2011,59
944,12/12/2011,145
945,12/14/2011,68
946,12/12/2011,137
947,12/12/2011,172
948,12/12/2011,145
949,12/14/2011,150
950,12/12/2011,95
951,12/14/2011,136
952,12/14/2011,139
953,12/13/2011,459
954,12/14/2011,135
955,12/12/2011,427
956,12/14/2011,375
957,12/14/2011,460
958,12/14/2011,461
959,12/14/2011,462
960,12/14/2011,122
961,12/14/2011,210
962,12/14/2011,214
963,12/14/2011,252
964,12/14/2011,127
965,12/14/2011,123
966,12/14/2011,211
967,12/13/2011,148
968,12/14/2011,141
969,12/14/2011,152
970,12/14/2011,463
971,12/14/2011,135
972,12/14/2011,464
973,12/14/2011,465
974,12/14/2011,466
975,12/13/2011,148
976,12/13/2011,133
977,12/13/2011,72
978,12/13/2011,194
979,12/13/2011,201
980,12/13/2011,265
981,12/13/2011,222
982,12/13/2011,242
983,12/13/2011,148
984,12/13/2011,79
985,12/13/2011,164
986,12/13/2011,196
987,12/13/2011,310
988,12/13/2011,128
989,12/13/2011,89
990,12/13/2011,250
991,12/13/2011,47
992,12/13/2011,209
993,12/13/2011,163
994,12/13/2011,85
995,12/13/2011,86
996,12/13/2011,48
997,12/13/2011,151
998,12/13/2011,272
999,12/13/2011,168
1000,12/13/2011,79
1001,12/13/2011,153
1002,12/13/2011,130
1003,12/13/2011,38
1004,12/13/2011,467
1005,12/13/2011,141
1006,12/13/2011,177
1007,12/13/2011,301
1008,12/13/2011,89
1009,12/13/2011,47
1010,12/13/2011,468
1011,12/13/2011,469
1012,12/13/2011,470
1013,12/13/2011,471
1014,12/13/2011,472
1015,12/13/2011,473
1016,12/13/2011,474
1017,12/13/2011,61
1018,12/13/2011,62
1019,12/13/2011,158
1020,12/13/2011,264
1021,12/13/2011,147
1022,12/13/2011,421
1023,12/13/2011,400
1024,12/14/2011,196
1025,12/14/2011,252
1026,12/14/2011,61
1027,12/14/2011,109
1028,12/14/2011,264
1029,12/15/2011,141
1030,12/15/2011,271
1031,12/15/2011,475
1032,12/15/2011,247
1033,12/15/2011,426
1034,12/15/2011,308
1035,12/14/2011,147
1036,12/15/2011,156
1037,12/15/2011,154
1038,12/14/2011,166
1039,12/15/2011,383
1040,12/15/2011,155
1041,12/17/2011,104
1042,12/15/2011,118
1043,12/15/2011,46
1044,12/15/2011,166
1045,12/15/2011,110
1046,12/15/2011,112
1047,12/15/2011,79
1048,12/15/2011,75
1049,12/15/2011,293
1050,12/15/2011,80
1051,12/15/2011,139
1052,12/15/2011,146
1053,12/15/2011,190
1054,12/15/2011,81
1055,12/15/2011,83
1056,12/15/2011,191
1057,12/15/2011,304
1058,12/15/2011,73
1059,12/15/2011,476
1060,12/15/2011,419
1061,12/23/2011,478
1062,12/17/2011,153
1063,12/23/2011,246
1064,12/15/2011,427
1065,12/23/2011,479
1066,12/16/2011,131
1067,12/16/2011,57
1068,12/16/2011,185
1069,12/17/2011,255
1070,12/17/2011,259
1071,12/23/2011,209
1072,12/17/2011,247
1073,12/17/2011,49
1074,12/17/2011,96
1075,12/17/2011,480
1076,12/16/2011,112
1077,12/16/2011,146
1078,12/16/2011,117
1079,12/17/2011,95
1080,12/17/2011,228
1081,12/17/2011,80
1082,12/17/2011,476
1083,12/17/2011,108
1084,12/17/2011,184
1085,12/17/2011,111
1086,12/17/2011,115
1087,12/17/2011,297
1088,12/17/2011,142
1089,12/17/2011,64
1090,12/17/2011,83
1091,12/17/2011,86
1092,12/17/2011,89
1093,12/17/2011,108
1094,12/17/2011,63
1095,12/22/2011,135
1096,12/23/2011,136
1097,12/23/2011,197
1098,12/23/2011,58
1099,12/23/2011,145
1100,12/23/2011,150
1101,12/23/2011,301
1102,12/22/2011,140
1103,12/23/2011,137
1104,12/23/2011,138
1105,12/23/2011,313
1106,12/17/2011,177
1107,12/23/2011,199
1108,12/23/2011,200
1109,12/19/2011,172
1110,12/17/2011,454
1111,12/23/2011,451
1112,12/23/2011,452
1113,12/22/2011,464
1114,12/23/2011,472
1115,12/20/2011,90
1116,12/20/2011,119
1117,12/19/2011,49
1118,12/19/2011,153
1119,12/19/2011,246
1120,12/19/2011,247
1121,12/20/2011,96
1122,12/20/2011,49
1123,12/20/2011,42
1124,12/19/2011,53
1125,12/19/2011,481
1126,12/19/2011,482
1127,12/19/2011,483
1128,12/19/2011,172
1129,12/19/2011,342
1130,12/20/2011,174
1131,12/20/2011,461
1132,12/20/2011,66
1133,12/20/2011,176
1134,12/20/2011,79
1135,12/20/2011,162
1136,12/20/2011,84
1137,12/20/2011,61
1138,12/20/2011,243
1139,12/20/2011,171
1140,12/20/2011,248
1141,12/20/2011,204
1142,12/20/2011,454
1143,12/20/2011,42
1144,12/20/2011,62
1145,12/20/2011,166
1146,12/20/2011,443
1147,12/20/2011,163
1148,12/20/2011,48
1149,12/20/2011,445
1150,12/20/2011,462
1151,12/20/2011,460
1152,12/20/2011,464
1153,12/20/2011,485
1154,12/20/2011,426
1155,12/20/2011,486
1156,12/20/2011,308
1157,12/20/2011,67
1158,12/20/2011,60
1159,12/20/2011,158
1160,12/20/2011,108
1161,12/20/2011,229
1162,12/20/2011,184
1163,12/20/2011,487
1164,12/20/2011,447
1165,12/20/2011,427
1166,12/20/2011,333
1167,12/20/2011,182
1168,12/20/2011,458
1169,12/20/2011,70
1170,12/23/2011,486
1171,12/22/2011,36
1172,12/22/2011,38
1173,12/22/2011,41
1174,12/22/2011,40
1175,12/22/2011,55
1176,12/22/2011,179
1177,12/22/2011,485
1178,12/22/2011,320
1179,12/22/2011,320
1180,12/22/2011,135
1181,12/23/2011,410
1182,12/22/2011,488
1183,12/22/2011,247
1184,12/22/2011,151
1185,12/22/2011,132
1186,12/22/2011,134
1187,12/23/2011,489
1188,12/21/2011,386
1189,12/22/2011,472
1190,12/22/2011,450
1191,12/22/2011,342
1192,12/22/2011,261
1193,12/22/2011,224
1194,12/22/2011,128
1195,12/22/2011,416
1196,12/22/2011,62
1197,12/22/2011,321
1198,12/22/2011,490
1199,12/22/2011,76
1200,12/22/2011,225
1201,12/22/2011,89
1202,12/22/2011,293
1203,12/22/2011,106
1204,12/22/2011,187
1205,12/22/2011,152
1206,12/22/2011,75
1207,12/22/2011,132
1208,12/22/2011,79
1209,12/22/2011,196
1210,12/23/2011,83
1211,12/23/2011,125
1212,12/23/2011,122
1213,12/23/2011,74
1214,12/23/2011,211
1215,12/23/2011,123
1216,12/23/2011,73
1217,12/23/2011,292
1218,12/23/2011,304
1219,12/23/2011,190
1220,12/23/2011,252
1221,12/23/2011,81
1222,12/23/2011,191
1223,12/23/2011,121
1224,12/23/2011,190
1225,12/23/2011,152
1226,12/23/2011,166
1227,12/23/2011,239
1228,12/23/2011,109
1229,12/23/2011,467
1230,12/23/2011,186
1231,12/23/2011,166
1232,12/23/2011,211
1233,12/23/2011,109
1234,12/23/2011,166
1235,12/23/2011,109
1236,12/24/2011,66
1237,12/24/2011,115
1238,12/24/2011,116
1239,12/24/2011,432
1240,12/24/2011,105
1241,12/24/2011,183
1242,12/24/2011,113
1243,12/24/2011,175
1244,12/24/2011,114
1245,12/24/2011,194
1246,12/24/2011,209
1247,12/24/2011,196
1248,12/24/2011,201
1249,12/24/2011,57
1250,12/24/2011,250
1251,12/24/2011,118
1252,12/24/2011,90
1253,12/24/2011,273
1254,12/24/2011,134
1255,12/24/2011,482
1256,12/24/2011,133
1257,12/24/2011,169
1258,12/24/2011,242
1259,12/26/2011,470
1260,12/26/2011,494
1261,12/26/2011,477
1262,12/24/2011,305
1263,12/24/2011,142
1264,12/24/2011,297
1265,12/24/2011,223
1266,12/24/2011,147
1267,12/24/2011,490
1268,12/24/2011,197
1269,12/24/2011,145
1270,12/24/2011,170
1271,12/24/2011,136
1272,12/24/2011,483
1273,12/24/2011,138
1274,12/24/2011,426
1275,12/24/2011,501
1276,12/24/2011,497
1277,12/24/2011,502
1278,12/24/2011,503
1279,12/24/2011,499
1280,12/24/2011,498
1281,12/24/2011,496
1282,12/24/2011,59
1283,12/24/2011,504
1284,12/24/2011,121
1285,12/24/2011,125
1286,12/24/2011,61
1287,12/24/2011,122
1288,12/24/2011,140
1289,12/24/2011,120
1290,12/24/2011,172
1291,12/24/2011,312
1292,12/24/2011,58
1293,12/24/2011,143
1294,12/24/2011,135
1295,12/24/2011,198
1296,12/24/2011,135
1297,12/24/2011,137
1298,12/24/2011,185
1299,12/24/2011,190
1300,12/24/2011,292
1301,12/24/2011,118
1302,12/24/2011,194
1303,12/24/2011,116
1304,12/24/2011,113
1305,12/25/2011,267
1306,12/25/2011,156
1307,12/26/2011,154
1308,12/26/2011,38
1309,12/26/2011,49
1310,12/26/2011,39
1311,12/26/2011,42
1312,12/26/2011,153
1313,12/26/2011,246
1314,12/26/2011,179
1315,12/26/2011,104
1316,12/26/2011,459
1317,12/26/2011,96
1318,12/26/2011,219
1319,12/26/2011,449
1320,12/26/2011,68
1321,12/26/2011,67
1322,12/26/2011,384
1323,12/26/2011,69
1324,12/26/2011,504
1325,12/26/2011,427
1326,12/26/2011,447
1327,12/26/2011,445
1328,12/26/2011,460
1329,12/26/2011,308
1330,12/26/2011,454
1331,12/26/2011,452
1332,12/26/2011,451
1333,12/26/2011,333
1334,12/26/2011,464
1335,12/26/2011,462
1336,12/26/2011,505
1337,12/26/2011,184
1338,12/26/2011,108
1339,12/26/2011,185
1340,12/26/2011,193
1341,12/26/2011,154
1342,12/26/2011,229
1343,12/26/2011,506
1344,12/27/2011,470
1345,12/27/2011,242
1346,12/27/2011,484
1347,12/27/2011,484
1348,12/27/2011,61
1349,12/27/2011,250
1350,12/27/2011,125
1351,12/27/2011,153
1352,12/27/2011,42
1353,12/28/2011,185
1354,12/28/2011,70
1355,12/28/2011,164
1356,12/28/2011,73
1357,12/28/2011,128
1358,12/28/2011,62
1359,12/28/2011,84
1360,12/28/2011,106
1361,12/28/2011,293
1362,12/28/2011,76
1363,12/28/2011,89
1364,12/28/2011,80
1365,12/28/2011,77
1366,12/28/2011,79
1367,12/28/2011,78
1368,12/28/2011,224
1369,12/28/2011,171
1370,12/28/2011,64
1371,12/28/2011,105
1372,12/28/2011,66
1373,12/28/2011,184
1374,12/28/2011,70
1375,12/28/2011,69
1376,12/28/2011,68
1377,12/28/2011,449
1378,12/28/2011,219
1379,12/28/2011,70
1380,12/28/2011,61
